"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"02/19/2020","25","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","25"
"02/20/2020","31","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","31"
"02/21/2020","52","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","52"
"02/22/2020","47","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","47"
"02/23/2020","22","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","22"
"02/24/2020","34","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","34"
"02/25/2020","54","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","54"
"02/26/2020","46","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","46"
"02/27/2020","54","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","54"
"02/28/2020","35","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","35"
"02/29/2020","15","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","15"
"03/01/2020","29","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","29"
"03/02/2020","21","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","21"
"03/03/2020","12","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","12"
"03/04/2020","30","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","30"
"03/05/2020","29","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","29"
"03/06/2020","14","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","14"
"03/07/2020","16","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","16"
"03/08/2020","38","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","38"
"03/09/2020","55","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","55"
"03/10/2020","34","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","34"
"03/11/2020","23","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","23"
"03/12/2020","29","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","29"
"03/13/2020","30","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","30"
"03/14/2020","23","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","23"
"03/15/2020","20","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","20"
"03/16/2020","22","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","22"
"03/17/2020","25","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","25"
"03/18/2020","28","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","28"
"03/19/2020","37","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","37"
"03/20/2020","34","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","34"
"03/21/2020","36","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","36"
"03/22/2020","36","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","36"
"03/23/2020","13","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","13"
"03/24/2020","11","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","11"
"03/25/2020","17","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","17"
"03/26/2020","20","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","20"
"03/27/2020","28","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","28"
"03/28/2020","21","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","21"
"03/29/2020","11","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","11"
"03/30/2020","11","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","11"
"03/31/2020","11","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","11"
"04/01/2020","14","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","14"
"04/02/2020","14","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","14"
"04/03/2020","18","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","18"
"04/04/2020","24","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","24"
"04/05/2020","23","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","23"
"04/06/2020","15","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","15"
"04/07/2020","32","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","32"
"04/08/2020","47","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","47"
"04/09/2020","34","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","34"
"04/10/2020","20","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","20"
"04/11/2020","24","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","24"
"04/12/2020","30","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","30"
"04/13/2020","30","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","30"
"04/14/2020","20","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","20"
"04/16/2020","16","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","16"
"04/17/2020","21","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","21"
"04/18/2020","20","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","20"
"04/19/2020","31","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","31"
"04/20/2020","28","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","28"
"04/21/2020","15","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","15"
"04/22/2020","17","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","17"
"04/23/2020","20","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","20"
"04/24/2020","17","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","17"
"04/25/2020","15","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","15"
"04/26/2020","22","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","22"
"04/27/2020","13","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","13"
"04/28/2020","19","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","19"
"04/29/2020","19","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","19"
"04/30/2020","14","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","14"
"05/01/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","23"
"05/02/2020","39","Ozone","Salem - State Hospital","41-047-0041","AQS","39","19"
"05/03/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","19"
"05/04/2020","40","Ozone","Salem - State Hospital","41-047-0041","AQS","40","23"
"05/05/2020","35","Ozone","Salem - State Hospital","41-047-0041","AQS","35","23"
"05/06/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","13"
"05/07/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","15"
"05/08/2020","41","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","41","15"
"05/09/2020","45","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","45","19"
"05/10/2020","43","Ozone","Salem - State Hospital","41-047-0041","AQS","43","23"
"05/11/2020","36","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","23"
"05/12/2020","32","Ozone","Salem - State Hospital","41-047-0041","AQS","32","20"
"05/13/2020","33","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","33","11"
"05/14/2020","33","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","33","14"
"05/15/2020","40","Ozone","Salem - State Hospital","41-047-0041","AQS","40","19"
"05/16/2020","23","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","23","20"
"05/17/2020","35","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","35","14"
"05/18/2020","32","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","32","10"
"05/19/2020","28","Ozone","Salem - State Hospital","41-047-0041","AQS","28","10"
"05/20/2020","26","Ozone","Salem - State Hospital","41-047-0041","AQS","26","11"
"05/21/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","8"
"05/22/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","9"
"05/23/2020","34","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","34","19"
"05/24/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","23"
"05/25/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","25"
"05/26/2020","29","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","29","16"
"05/27/2020","49","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","49","18"
"05/28/2020","77","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","77","22"
"05/29/2020","49","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","49","29"
"05/30/2020","25","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","25","18"
"05/31/2020","36","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","14"
"06/01/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","19"
"06/02/2020","42","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","42","17"
"06/03/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","14"
"06/04/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","15"
"06/05/2020","32","Ozone","Salem - State Hospital","41-047-0041","AQS","32","17"
"06/06/2020","28","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","28","15"
"06/07/2020","28","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","28","10"
"06/08/2020","29","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","29","15"
"06/09/2020","20","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","20","10"
"06/10/2020","22","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","22","10"
"06/11/2020","36","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","13"
"06/12/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","15"
"06/13/2020","23","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","23","12"
"06/14/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","11"
"06/15/2020","29","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","29","10"
"06/16/2020","25","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","25","10"
"06/17/2020","32","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","32","14"
"06/18/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","20"
"06/19/2020","49","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","49","19"
"06/20/2020","28","PM2.5","Silverton - (SJW)","41-047-0007","AQS","18","28"
"06/21/2020","30","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","30","8"
"06/22/2020","45","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","45","13"
"06/23/2020","47","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","47","18"
"06/24/2020","18","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","18","13"
"06/25/2020","37","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","18"
"06/26/2020","38","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","38","17"
"06/27/2020","29","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","29","8"
"06/28/2020","24","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","24","10"
"06/29/2020","24","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","24","17"
"06/30/2020","26","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","26","15"
"07/01/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","11"
"07/02/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","35"
"07/03/2020","45","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","45"
"07/04/2020","36","PM2.5","Silverton - (SJW)","41-047-0007","AQS","34","36"
"07/05/2020","43","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","32","43"
"07/06/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","14"
"07/07/2020","23","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","23","13"
"07/08/2020","33","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","33","15"
"07/09/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","18"
"07/10/2020","37","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","17"
"07/11/2020","29","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","29","20"
"07/12/2020","26","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","26","16"
"07/13/2020","43","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","43","17"
"07/14/2020","45","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","45","20"
"07/15/2020","37","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","18"
"07/16/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","13"
"07/17/2020","25","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","25","12"
"07/18/2020","37","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","20"
"07/19/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","21"
"07/20/2020","46","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","46","26"
"07/21/2020","37","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","19"
"07/22/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","11"
"07/23/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","12"
"07/24/2020","26","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","26","13"
"07/25/2020","37","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","21"
"07/26/2020","54","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","54","21"
"07/27/2020","93","Ozone","Salem - State Hospital","41-047-0041","AQS","93","38"
"07/28/2020","47","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","47","22"
"07/29/2020","44","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","44","19"
"07/30/2020","58","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","58","24"
"07/31/2020","29","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","29","18"
"08/01/2020","34","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","34","12"
"08/02/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","13"
"08/03/2020","34","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","34","16"
"08/04/2020","41","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","41","26"
"08/05/2020","35","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","35","23"
"08/06/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","20"
"08/07/2020","36","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","21"
"08/08/2020","31","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","31","18"
"08/09/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","15"
"08/10/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","15"
"08/11/2020","42","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","42","20"
"08/12/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","24"
"08/13/2020","47","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","47","28"
"08/14/2020","54","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","54","36"
"08/15/2020","80","Ozone","Salem - State Hospital","41-047-0041","AQS","80","34"
"08/16/2020","48","Ozone","Salem - State Hospital","41-047-0041","AQS","48","43"
"08/17/2020","50","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","50","28"
"08/18/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","15"
"08/19/2020","36","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","25"
"08/20/2020","21","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","21","9"
"08/21/2020","20","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","20","9"
"08/22/2020","35","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","35","15"
"08/23/2020","36","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","22"
"08/24/2020","39","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","39","21"
"08/25/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","20"
"08/26/2020","35","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","35","20"
"08/27/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","18"
"08/28/2020","41","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","41","18"
"08/29/2020","33","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","33","13"
"08/30/2020","32","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","32","19"
"08/31/2020","35","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","35","13"
"09/01/2020","40","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","40","19"
"09/02/2020","34","Ozone","Salem - State Hospital","41-047-0041","AQS","34","13"
"09/03/2020","50","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","50","14"
"09/04/2020","41","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","34","41"
"09/05/2020","44","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","44","36"
"09/06/2020","42","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","42","39"
"09/07/2020","97","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","46","97"
"09/08/2020","190","PM2.5","Silverton - (SJW)","41-047-0007","AQS","48","190"
"09/09/2020","550","PM2.5","Silverton - (SJW)","41-047-0007","AQS","29","550"
"09/10/2020","483","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","7","483"
"09/11/2020","641","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","641"
"09/12/2020","526","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","526"
"09/13/2020","548","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","548"
"09/14/2020","436","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","436"
"09/15/2020","330","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","330"
"09/16/2020","433","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","433"
"09/17/2020","380","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","380"
"09/18/2020","102","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","102"
"09/19/2020","33","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","33"
"09/20/2020","58","PM2.5","Silverton - (SJW)","41-047-0007","AQS","32","58"
"09/21/2020","67","PM2.5","Silverton - (SJW)","41-047-0007","AQS","29","67"
"09/22/2020","28","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","28","13"
"09/23/2020","37","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","24","37"
"09/24/2020","27","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","27","19"
"09/25/2020","24","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","24","18"
"09/26/2020","27","Ozone","Salem - State Hospital","41-047-0041","AQS","27","12"
"09/27/2020","33","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","33","18"
"09/28/2020","38","Ozone","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","38","20"
"09/29/2020","36","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","36","36"
"09/30/2020","55","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS","37","55"
"10/01/2020","70","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","70"
"10/02/2020","76","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","76"
"10/03/2020","68","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","68"
"10/04/2020","63","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","63"
"10/05/2020","51","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","51"
"10/06/2020","55","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","55"
"10/07/2020","67","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","67"
"10/08/2020","33","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","33"
"10/09/2020","46","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","46"
"10/10/2020","29","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","29"
"10/11/2020","15","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","15"
"10/12/2020","18","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","18"
"10/13/2020","18","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","18"
"10/14/2020","23","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","23"
"10/15/2020","37","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","37"
"10/16/2020","57","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","57"
"10/17/2020","62","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","62"
"10/18/2020","35","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","35"
"10/19/2020","14","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","14"
"10/20/2020","40","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","40"
"10/21/2020","38","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","38"
"10/22/2020","45","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","45"
"10/23/2020","37","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","37"
"10/24/2020","21","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","21"
"10/25/2020","31","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","31"
"10/26/2020","62","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","62"
"10/27/2020","66","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","66"
"10/28/2020","58","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","58"
